	log2FoldChange	fdr
MCM5	0.016240641007209	1
NLRC5	0.016240641007209	1
SLC4A7	0.016240641007209	1
CCDC57	0.016240641007209	1
INO80D	0.016240641007209	1
SENP7	0.016240641007209	1
MSMO1	0.016240641007209	1
ACTR6	0.016240641007209	1
MRPL54	0.016240641007209	1
FOXN2	0.016240641007209	1
PTP4A1	0.016240641007209	1
MNAT1	0.016240641007209	1
TRIB2	0.016240641007209	1
UROS	0.016240641007209	1
ZMYND8	0.016240641007209	1
CRCP	0.016240641007209	1
ISOC2	0.016240641007209	1
TMEM101	0.016240641007209	1
VDAC2	0.020784566152154	1
LRRFIP1	0.021695071099326	1
SYNE1	0.023061906863226	1
TECR	0.023061906863226	1
SRP19	0.023061906863226	1
CD6	0.027170201165475	1
KDELR2	0.027170201165475	1
ATP6V0B	0.029915577904286	1
DNAJC19	0.029915577904286	1
TOP1	0.029915577904286	1
LPP	0.029915577904286	1
ZC3H8	0.029915577904286	1
RNF126	0.029915577904286	1
GOLT1B	0.029915577904286	1
PYCR2	0.029915577904286	1
PTAR1	0.029915577904286	1
NUBP1	0.029915577904286	1
SMARCA4	0.029915577904286	1
RAB22A	0.029915577904286	1
RAB33A	0.029915577904286	1
ATM	0.032666188920324	1
PDCD5	0.032666188920324	1
ZNFX1	0.036801963489524	1
TKT	0.036801963489524	1
CLNS1A	0.036801963489524	1
MPLKIP	0.036801963489524	1
ZNF683	0.038183193887891	1
SPAG7	0.038183193887891	1
SLC9A3R1	0.038183193887891	1
MRPL57	0.039104749358951	1
PTMS	0.039347361827502	1
GPX4	0.039763363860632	1
FLNA	0.039763363860632	1
MIER1	0.039763363860632	1
MT-ATP6	0.043561015617234	1
HAX1	0.043721377429317	1
CD46	0.043721377429317	1
SQLE	0.043721377429317	1
MRPL18	0.043721377429317	1
PPP2R5A	0.043721377429317	1
FAM126B	0.043721377429317	1
CPEB4	0.043721377429317	1
EBNA1BP2	0.043721377429317	1
HMGA1	0.043721377429317	1
RPIA	0.043721377429317	1
ADAM17	0.043721377429317	1
PEX16	0.043721377429317	1
COMMD5	0.043721377429317	1
HSP90B1	0.046498462099888	1
EDF1	0.04698909126323	1
THRAP3	0.047193569336119	1
OCIAD2	0.048352826160959	1
RPL26	0.048538393727093	1
SRGAP3	0.050674138071083	1
JPX	0.050674138071083	1
HMGN1	0.051138848991795	1
PPIA	0.052509394699306	1
SRSF2	0.052999191017329	1
PRKACB	0.052999191017329	1
RTF1	0.054163124150963	1
ELF1	0.054861935034518	1
SLC25A6	0.055327997077298	1
LMO4	0.055660990740841	1
GZMA	0.056660433136816	1
WDR83OS	0.057660568387197	1
COPB1	0.057660568387197	1
HEG1	0.057660568387197	1
DDB2	0.057660568387197	1
WBP4	0.057660568387197	1
NOL11	0.057660568387197	1
SLC39A1	0.057660568387197	1
SRGAP2	0.057660568387197	1
GTF3A	0.057660568387197	1
GLTP	0.057660568387197	1
RPL39	0.059457423820481	1
EIF2B1	0.062337055596659	1
TESPA1	0.062337055596659	1
TMEM123	0.064680996064971	1
COX5B	0.066089190457772	1
YWHAZ	0.066089190457772	1
TAF7	0.067700240363758	1
PRMT1	0.071735753598911	1
SSR1	0.071735753598911	1
POLR2G	0.071735753598911	1
ZFC3H1	0.071735753598911	1
HSPD1	0.071735753598911	1
NFATC2IP	0.071735753598911	1
PLEKHJ1	0.071735753598911	1
PPIF	0.071735753598911	1
CLPTM1	0.071735753598911	1
C1orf35	0.071735753598911	1
WDR45B	0.071735753598911	1
IARS	0.071735753598911	1
VPS25	0.071735753598911	1
LSP1	0.073308173417663	1
PYHIN1	0.074882308915785	1
UCP2	0.075276111304158	1
FMNL1	0.075276111304158	1
PPP4C	0.076458163841322	1
SLC38A1	0.077404503685606	1
LBR	0.078825178385234	1
COMMD3	0.078825178385234	1
ARPP19	0.081196082847987	1
ATRAID	0.081196082847987	1
OXNAD1	0.083095615763466	1
EIF3K	0.083570890035881	1
GIMAP1	0.085949612818614	1
PIP4K2A	0.085949612818614	1
PRR4	0.085949612818614	1
IMP4	0.085949612818614	1
IFRD1	0.085949612818614	1
USP11	0.085949612818614	1
USP22	0.085949612818614	1
DCP1A	0.085949612818614	1
POLG	0.085949612818614	1
MED11	0.085949612818614	1
EIF4EBP2	0.085949612818614	1
ZNF394	0.085949612818614	1
INPP5D	0.088809266957851	1
ATP6V1D	0.090718856966493	1
IL32	0.092084398990716	1
SNRNP200	0.093109404391486	1
SLTM	0.093109404391486	1
LAMTOR5	0.093907134597533	1
TRA2A	0.094545636507002	1
BTG1	0.095803513560742	1
NAP1L1	0.097102473757339	1
SNRPD3	0.097422397262567	1
CYTH1	0.100304905795685	1
N4BP1	0.100304905795685	1
MRPL47	0.100304905795685	1
CCSER2	0.100304905795685	1
PNPLA8	0.100304905795685	1
SNRPE	0.100304905795685	1
FXYD5	0.100304905795685	1
CTBP1	0.100304905795685	1
SOCS4	0.100304905795685	1
NUP62	0.100304905795685	1
PLRG1	0.100304905795685	1
TESC	0.100304905795685	1
SMARCB1	0.100304905795685	1
TBPL1	0.100304905795685	1
RPL5	0.103099924508254	1
RPS9	0.104750810826879	1
DGKZ	0.105121922093466	1
SEPT2	0.105121922093466	1
CNOT6L	0.106087258389686	1
FUBP1	0.106087258389686	1
HIGD2A	0.107536475026765	1
KIF20B	0.107536475026765	1
GRAP2	0.107536475026765	1
LAPTM4A	0.107536475026765	1
EXOC7	0.1099550758294	1
PRMT2	0.1099550758294	1
TMF1	0.1099550758294	1
TMED10	0.111892880070894	1
ITSN2	0.114804475490797	1
TNRC6B	0.114804475490797	1
SDF4	0.114804475490797	1
CNIH4	0.114804475490797	1
ZNF644	0.114804475490797	1
ATXN7L3B	0.114804475490797	1
USP3	0.114804475490797	1
IL6ST	0.114804475490797	1
DICER1	0.114804475490797	1
CBX6	0.114804475490797	1
ZMAT5	0.114804475490797	1
FADD	0.114804475490797	1
ST6GAL1	0.114804475490797	1
UHRF2	0.114804475490797	1
NFYB	0.114804475490797	1
LYPLA2	0.114804475490797	1
UBB	0.116215424298507	1
ATP5L	0.117048169630258	1
ARGLU1	0.117235301745557	1
MRPL33	0.118452252505939	1
GATA3	0.122109276114038	1
RNF145	0.122109276114038	1
SELPLG	0.122109276114038	1
CSTB	0.122109276114038	1
ZNF706	0.12292320845771	1
C1QBP	0.123574685118528	1
AP2S1	0.124552452042358	1
NEAT1	0.12525126292591	1
PABPC1	0.129451251455204	1
RPS5	0.129451251455204	1
DSTN	0.129451251455204	1
IMMT	0.129451251455204	1
EAPP	0.129451251455204	1
SNX6	0.129451251455204	1
POLR2B	0.129451251455204	1
SSBP4	0.129451251455204	1
ANXA7	0.129451251455204	1
BBIP1	0.129451251455204	1
PHF6	0.129451251455204	1
BID	0.129451251455204	1
TNKS2	0.129451251455204	1
NMT2	0.129451251455204	1
FAM96A	0.129451251455204	1
MT-ND2	0.132340687712236	1
CXCR4	0.133136298263062	1
TALDO1	0.134366741869323	1
RPA3	0.134366741869323	1
DEGS1	0.135351852894893	1
IRF2	0.1368307818208	1
MT1F	0.1368307818208	1
SNU13	0.137503523749935	1
CD37	0.137888088603835	1
EIF4G2	0.141276686851986	1
RPL14	0.141519034415289	1
PTPRC	0.142596627512129	1
TBL1XR1	0.144248253383285	1
BRI3	0.144248253383285	1
INTS6	0.144248253383285	1
MRPL43	0.144248253383285	1
BTN2A2	0.144248253383285	1
MTHFD1	0.144248253383285	1
SAMD1	0.144248253383285	1
CDC42SE2	0.144248253383285	1
B4GALT1	0.144248253383285	1
ING4	0.144248253383285	1
RAP2C	0.144248253383285	1
SEC16A	0.144248253383285	1
RPS23	0.146083095058995	1
RPS2	0.147161155184525	1
UPF2	0.147225953183184	1
TSC22D3	0.148310278706519	1
CALCOCO2	0.149214506276633	1
MRPL22	0.151704058302325	1
RICTOR	0.153199854227815	1
NFATC3	0.154197913790887	1
BIRC3	0.154911236446152	1
XRCC6	0.155446459988141	1
RPL18A	0.155666903879003	1
ERP29	0.159198594849258	1
DNAJC7	0.159198594849258	1
GNPTAB	0.159198594849258	1
ELOVL5	0.159198594849258	1
VBP1	0.159198594849258	1
DCP2	0.159198594849258	1
DUSP5	0.159198594849258	1
GMEB1	0.159198594849258	1
SSU72	0.159198594849258	1
EXOG	0.159198594849258	1
GATAD2B	0.159198594849258	1
ZNF276	0.159198594849258	1
SIN3A	0.159198594849258	1
RAB4A	0.159198594849258	1
DCTD	0.159198594849258	1
LY9	0.159198594849258	1
BAG6	0.159198594849258	1
OTUD5	0.159198594849258	1
HMGXB3	0.159198594849258	1
YIPF6	0.159198594849258	1
PRRC2C	0.161078328067475	1
MT-ND4	0.162177524342282	1
RAB8A	0.16421666961588	1
ANXA2	0.164673724915409	1
RABGAP1L	0.165222382477022	1
TRA2B	0.165893247423263	1
CLPP	0.166732267534667	1
ASH1L	0.171271427149832	1
XRCC5	0.172925577960767	1
TNFSF4	0.174305487239463	1
DMAC1	0.174305487239463	1
CD81	0.174305487239463	1
WDR46	0.174305487239463	1
PLIN2	0.174305487239463	1
HARS	0.174305487239463	1
TMX2	0.174305487239463	1
ABHD3	0.174305487239463	1
TTC9C	0.174305487239463	1
ZNF226	0.174305487239463	1
MARCH5	0.174305487239463	1
ABCG1	0.174305487239463	1
TMUB2	0.174305487239463	1
RPS19	0.174413195257047	1
DOCK8	0.17568671763782	1
FYB1	0.175993837392229	1
NDUFA4	0.176705313200462	1
ST13	0.178107057399314	1
DHRS7	0.17937647678688	1
RBM22	0.17937647678688	1
ADAR	0.181918671349332	1
METTL5	0.181918671349332	1
CCR5	0.181918671349332	1
CCDC59	0.181918671349332	1
RBBP4	0.183446141095927	1
CD38	0.185740382301747	1
UBC	0.186505940844988	1
DLG1	0.189572243892768	1
SMIM19	0.189572243892768	1
CD200	0.189572243892768	1
RPA2	0.189572243892768	1
DBF4	0.189572243892768	1
GLCCI1	0.189572243892768	1
SLC25A36	0.189572243892768	1
IGSF8	0.189572243892768	1
FAM102A	0.189572243892768	1
F2R	0.189572243892768	1
SART3	0.189572243892768	1
BLCAP	0.189572243892768	1
FUOM	0.189572243892768	1
MTHFD2	0.189572243892768	1
HACD3	0.189572243892768	1
KAT5	0.189572243892768	1
RPS24	0.190893090898189	1
MT-CO2	0.190984228386094	1
SUGT1	0.19726663568277	1
GZMH	0.197672742663894	1
PDCD6	0.198369192129938	1
EIF1AX	0.20112927531517	1
MED28	0.201903045803495	1
HSPA1A	0.205002284462378	1
AGFG1	0.205002284462378	1
SDHAF2	0.205002284462378	1
PYROXD1	0.205002284462378	1
NUDT4	0.205002284462378	1
R3HDM1	0.205002284462378	1
BCL10	0.205002284462378	1
ICE2	0.205002284462378	1
PLPBP	0.205002284462378	1
NIPAL3	0.205002284462378	1
ARHGAP25	0.205002284462378	1
CBX4	0.205002284462378	1
ELP2	0.205002284462378	1
NF1	0.205002284462378	1
C6orf89	0.205002284462378	1
FBXO3	0.205002284462378	1
RPS7	0.205765413303709	1
RPS3	0.206992483482496	1
ANKRD11	0.208885718949609	1
U2SURP	0.208885718949609	1
NKTR	0.208885718949609	1
PSMB7	0.210182523568058	1
DDX17	0.210831363264578	1
RPL28	0.212593971963832	1
VPS37B	0.212779635054099	1
PYCARD	0.212779635054099	1
RAP1A	0.212779635054099	1
BUD31	0.212779635054099	1
AHSA1	0.215381430242378	1
FTH1	0.217194146096865	1
UBE2L6	0.217987926056853	1
VCP	0.2205991395134	1
ZEB2	0.2205991395134	1
GRB2	0.2205991395134	1
FBXW11	0.2205991395134	1
DESI1	0.2205991395134	1
GFOD1	0.2205991395134	1
TMEM256	0.2205991395134	1
PTPN2	0.2205991395134	1
C11orf68	0.2205991395134	1
CARD19	0.2205991395134	1
ZDHHC21	0.2205991395134	1
ZNF431	0.2205991395134	1
PPIP5K2	0.2205991395134	1
KHDC4	0.2205991395134	1
ATP10D	0.2205991395134	1
COX11	0.2205991395134	1
NUP37	0.2205991395134	1
IPO7	0.2205991395134	1
CDC27	0.2205991395134	1
MT-CYB	0.221775729254475	1
ENY2	0.225086530505708	1
GTF2A2	0.22583578787955	1
RPS12	0.226388121362896	1
PNKP	0.228461257286365	1
KRT10	0.229587922740652	1
FIS1	0.229587922740652	1
NCOR1	0.230038835399707	1
CMC1	0.231091513331044	1
HNRNPH3	0.234103403863143	1
MBP	0.236366455371716	1
UBE2S	0.236366455371716	1
ARID1A	0.236366455371716	1
PPP4R3A	0.236366455371716	1
CEP290	0.236366455371716	1
ASAH1	0.236366455371716	1
BABAM1	0.236366455371716	1
MRPL12	0.236366455371716	1
CSNK1G3	0.236366455371716	1
C18orf25	0.236366455371716	1
MED30	0.236366455371716	1
ELF2	0.236366455371716	1
RPL13A	0.238036241485065	1
DUSP4	0.238349541650818	1
ACAP1	0.239540703166863	1
RNMT	0.239540703166863	1
STK4	0.24090323596849	1
UBXN4	0.242476989881041	1
BRK1	0.242721950411543	1
EIF2S3	0.244315208487203	1
PDAP1	0.246974554937693	1
OTUB1	0.252307999240734	1
ATXN1	0.252307999240734	1
PRR5L	0.252307999240734	1
SLC7A6OS	0.252307999240734	1
FAM46C	0.252307999240734	1
LLGL2	0.252307999240734	1
UBE2W	0.252307999240734	1
DNPH1	0.252307999240734	1
HMGCL	0.252307999240734	1
LTN1	0.252307999240734	1
EPM2AIP1	0.252307999240734	1
FBXL5	0.252307999240734	1
NSUN6	0.252307999240734	1
ACO2	0.252307999240734	1
GIT1	0.252307999240734	1
GPAA1	0.252307999240734	1
HAUS3	0.252307999240734	1
SKP1	0.254195108784997	1
SDCBP	0.256895268736392	1
KDM5A	0.256895268736392	1
EPC1	0.256895268736392	1
YARS	0.260345318306152	1
TMX4	0.260345318306152	1
CHD6	0.260345318306152	1
OGFR	0.260345318306152	1
GIMAP7	0.26149717069539	1
BAX	0.264013499893014	1
GSPT1	0.265189290537463	1
EIF3E	0.265728515003062	1
EIF5B	0.266954775205138	1
RPS8	0.267006430087648	1
RPL9	0.268143305671209	1
COX14	0.26842766460401	1
BTG2	0.26842766460401	1
RHOF	0.26842766460401	1
MARK3	0.26842766460401	1
PRKDC	0.26842766460401	1
UTP11	0.26842766460401	1
IBTK	0.26842766460401	1
GANAB	0.26842766460401	1
TYW3	0.26842766460401	1
UCHL5	0.26842766460401	1
SDAD1	0.26842766460401	1
GCH1	0.26842766460401	1
ENTPD4	0.26842766460401	1
SEC23A	0.26842766460401	1
ARHGEF9	0.26842766460401	1
IFT20	0.26842766460401	1
R3HDM4	0.26842766460401	1
CCPG1	0.27384116079038	1
GPSM3	0.27384116079038	1
IQGAP1	0.27384116079038	1
ARL6IP5	0.275117882148817	1
TNIP3	0.275391612353775	1
MAF	0.275391612353775	1
CCDC88C	0.276555545487414	1
PLEKHO1	0.276555545487414	1
FTL	0.279275046841008	1
C19orf24	0.279275046841008	1
RPL15	0.279728795874747	1
AAK1	0.281090899869759	1
S100A10	0.281751777133213	1
RPL7	0.28210877677398	1
CELF2	0.284729476933115	1
NABP1	0.284729476933115	1
MRPS15	0.284729476933115	1
CREBRF	0.284729476933115	1
SHISA5	0.284729476933115	1
RELB	0.284729476933115	1
NDUFAF2	0.284729476933115	1
SKA2	0.284729476933115	1
MRPL55	0.284729476933115	1
UNC45A	0.284729476933115	1
PAIP1	0.284729476933115	1
SYMPK	0.284729476933115	1
ADPRHL2	0.284729476933115	1
ZNF524	0.284729476933115	1
PPIL2	0.284729476933115	1
AKAP9	0.288833875265848	1
COX20	0.290204606999266	1
YY1	0.290204606999266	1
RPS15A	0.290775215203954	1
UBAC2	0.292949983738085	1
IFNG	0.293499686560844	1
NDUFS8	0.294128174935359	1
LSM6	0.294128174935359	1
PSMB10	0.295700594754111	1
PHF19	0.295700594754111	1
FASTK	0.295700594754111	1
ELMO1	0.295700594754111	1
UTRN	0.298850585177766	1
C1GALT1	0.301217599721685	1
PRPF8	0.301217599721685	1
GLRX5	0.301217599721685	1
DYRK2	0.301217599721685	1
IFT27	0.301217599721685	1
POLD4	0.301217599721685	1
MXRA7	0.301217599721685	1
ROCK2	0.301217599721685	1
CCDC124	0.301217599721685	1
BAD	0.301217599721685	1
MT-ATP8	0.301217599721685	1
CLK3	0.301217599721685	1
PQBP1	0.301217599721685	1
BLZF1	0.301217599721685	1
LINC00869	0.301217599721685	1
SF3B4	0.301217599721685	1
RBM4	0.301217599721685	1
APOBEC3F	0.301217599721685	1
EEF1AKMT2	0.301217599721685	1
CCNC	0.301217599721685	1
AKAP13	0.306103127725684	1
PPP1R7	0.306755783263115	1
NDUFS4	0.306755783263115	1
SYNE2	0.307865975731044	1
RPL19	0.308083287263231	1
LGALS1	0.309532867933682	1
SBDS	0.309532867933682	1
MRPS16	0.309532867933682	1
EIF3M	0.309532867933682	1
RPS11	0.310677928970752	1
NDUFAF8	0.311201688294303	1
DPY30	0.311201688294303	1
PSAP	0.31231530860501	1
AKNA	0.314173254825589	1
GMFG	0.314545131368669	1
RPL10	0.3174171197907	1
LIMS1	0.317896340868316	1
TNF	0.317896340868316	1
FAM208A	0.317896340868316	1
AKIRIN1	0.317896340868316	1
SAT2	0.317896340868316	1
SMAP1	0.317896340868316	1
CTNNBL1	0.317896340868316	1
PPP1R16B	0.317896340868316	1
BTBD7	0.317896340868316	1
MARCH2	0.317896340868316	1
UTS2	0.317896340868316	1
PIGS	0.317896340868316	1
FARSA	0.317896340868316	1
MRPS18A	0.317896340868316	1
PARP15	0.317896340868316	1
TMBIM1	0.317896340868316	1
MRPS30	0.317896340868316	1
RPL7A	0.318913397689353	1
SFPQ	0.320949664845865	1
CD48	0.322697327132137	1
ZNF292	0.322697327132137	1
THOC2	0.324622204056624	1
SYNRG	0.325371461430455	1
ANXA6	0.325371461430455	1
PSMB8-AS1	0.326308580684508	1
MRPS23	0.326308580684508	1
RPL6	0.327596126544967	1
FIBP	0.329123596291566	1
KDELR1	0.329123596291566	1
CLK4	0.329123596291566	1
SKAP1	0.332885515087765	1
RPL18	0.334509061786373	1
OSBPL8	0.334770159432714	1
SFSWAP	0.334770159432714	1
WASHC3	0.334770159432714	1
PELO	0.334770159432714	1
NMRK1	0.334770159432714	1
RDH11	0.334770159432714	1
HENMT1	0.334770159432714	1
C15orf40	0.334770159432714	1
GAPVD1	0.334770159432714	1
ELMSAN1	0.334770159432714	1
PDXDC1	0.334770159432714	1
MEI1	0.334770159432714	1
MBNL1	0.335902128922631	1
ATRX	0.336313974498046	1
PSMC5	0.339019632434064	1
MRPL41	0.339019632434064	1
DUSP1	0.341313005299479	1
PHF20	0.343281659288228	1
HEBP2	0.343281659288228	1
TAF9	0.343281659288228	1
BTN3A1	0.343281659288228	1
SDHB	0.343281659288228	1
SRSF10	0.344230488681779	1
HIST1H1C	0.344990001750591	1
BTN3A2	0.344990001750591	1
LSM1	0.344990001750591	1
ITGB1BP1	0.344990001750591	1
TRAF5	0.348412767391375	1
C19orf53	0.348984018652405	1
SPCS1	0.349392193797554	1
BLOC1S6	0.351843672791654	1
MRPL21	0.351843672791654	1
MEF2A	0.351843672791654	1
MRPL13	0.351843672791654	1
SNAP29	0.351843672791654	1
ZNF37A	0.351843672791654	1
DSCR3	0.351843672791654	1
RIT1	0.351843672791654	1
ARHGAP26	0.351843672791654	1
PFKL	0.351843672791654	1
TRAF2	0.351843672791654	1
POP4	0.351843672791654	1
DLG3	0.351843672791654	1
EMC8	0.351843672791654	1
ASCC2	0.351843672791654	1
PRPS1	0.351843672791654	1
PPP3R1	0.351843672791654	1
RPS3A	0.355528719599503	1
ARID5B	0.355665383744062	1
RPS14	0.356407500793082	1
CD247	0.357137972461167	1
PPP1R12A	0.358102663263329	1
M6PR	0.358730058376886	1
CCL4	0.359098023544078	1
SUCLG1	0.360456803096356	1
BFAR	0.360456803096356	1
CD69	0.361242370793896	1
CD79B	0.363339311629479	1
HUWE1	0.365649472316682	1
VPS4B	0.365649472316682	1
NCOA3	0.365649472316682	1
SCAMP2	0.36664067471973	1
EIF4A2	0.369121664223484	1
PAFAH1B1	0.369121664223484	1
LARP4B	0.369121664223484	1
SCAMP3	0.369121664223484	1
FEZ2	0.369121664223484	1
GART	0.369121664223484	1
VTA1	0.369121664223484	1
CFAP20	0.369121664223484	1
WIPI2	0.369121664223484	1
MED27	0.369121664223484	1
PTPA	0.369121664223484	1
CST7	0.373138451154875	1
CUEDC2	0.374927285904694	1
SUMF2	0.374927285904694	1
NFKBID	0.374927285904694	1
SLF1	0.377838881324595	1
ACAP2	0.377838881324595	1
DDX50	0.377838881324595	1
METAP2	0.381591016185704	1
DDX3X	0.382217321835166	1
CYCS	0.383679759913652	1
MITD1	0.386609090952324	1
H2AFY	0.386609090952324	1
CCS	0.386609090952324	1
CXCR3	0.386609090952324	1
UIMC1	0.386609090952324	1
CRTC3	0.386609090952324	1
TMEM60	0.386609090952324	1
TMEM87B	0.386609090952324	1
ACTR1B	0.386609090952324	1
POP7	0.386609090952324	1
PHRF1	0.386609090952324	1
TBC1D15	0.386609090952324	1
BTBD1	0.386609090952324	1
TRAPPC6B	0.386609090952324	1
RPLP2	0.389360751219809	1
ILF3	0.392485657288996	1
ISCU	0.393663848486278	1
JARID2	0.395432941339329	1
TOB1	0.395432941339329	1
LMNB1	0.395432941339329	1
FNTA	0.395432941339329	1
RASA2	0.395432941339329	1
HIKESHI	0.395432941339329	1
MRPL32	0.395432941339329	1
CHCHD5	0.395432941339329	1
ITGB2	0.396023121360194	1
JAK1	0.396237792150105	1
EGR2	0.398386258728684	1
DNMT1	0.400753273272601	1
PARP10	0.400753273272601	1
ZBTB7A	0.400753273272601	1
TNFSF14	0.404311092685789	1
TRABD	0.404311092685789	1
PPP2CA	0.404311092685789	1
GPR155	0.404311092685789	1
ARL17A	0.404311092685789	1
SOAT1	0.404311092685789	1
AGGF1	0.404311092685789	1
INTS6L	0.404311092685789	1
FLOT2	0.404311092685789	1
INTS1	0.404311092685789	1
GPANK1	0.404311092685789	1
CCDC43	0.404311092685789	1
MRPS35	0.404311092685789	1
QRICH1	0.404311092685789	1
FAM76B	0.404311092685789	1
POLR3D	0.404311092685789	1
RPL13	0.406735431287727	1
TRAF3IP3	0.407282659217077	1
PSMG2	0.407877707705981	1
TGFB1	0.410260359016971	1
IGHG1	0.411964665229222	1
SSR3	0.413244217455793	1
RUNX3	0.41503749927884	1
MTCH1	0.41503749927884	1
RBM26	0.41503749927884	1
ODC1	0.422233000683048	1
IVNS1ABP	0.422233000683048	1
OARD1	0.422233000683048	1
CCDC66	0.422233000683048	1
FUNDC2	0.422233000683048	1
ALAS1	0.422233000683048	1
VIRMA	0.422233000683048	1
ZC3H12A	0.422233000683048	1
RIPK1	0.422233000683048	1
KCTD20	0.422233000683048	1
MID1IP1	0.422233000683048	1
PRR14	0.422233000683048	1
COQ4	0.422233000683048	1
PPP1R12C	0.422233000683048	1
RALGAPA1	0.422233000683048	1
NDUFS6	0.425010085353623	1
EIF4B	0.428256788310818	1
RPL3	0.428464954394567	1
FAAP20	0.429464569914125	1
IL27RA	0.43127814028605	1
OMA1	0.434305832983622	1
CEBPZ	0.434305832983622	1
CMIP	0.440380347393312	1
TRIP12	0.440380347393312	1
TPGS1	0.440380347393312	1
USP48	0.440380347393312	1
IGHG4	0.440380347393312	1
PRMT9	0.440380347393312	1
DHX8	0.440380347393312	1
TBC1D5	0.440380347393312	1
AKTIP	0.440380347393312	1
PSMG3	0.440380347393312	1
KNOP1	0.440380347393312	1
ZNF506	0.440380347393312	1
AGPS	0.440380347393312	1
CRLF3	0.440380347393312	1
COQ5	0.440380347393312	1
ALG3	0.440380347393312	1
DEDD2	0.440380347393312	1
HEXIM1	0.440380347393312	1
TAF1B	0.440380347393312	1
LYST	0.441785798104444	1
TMEM2	0.442410882620678	1
C9orf16	0.444037371001398	1
NBL1	0.444037371001398	1
CORO7	0.446480546929725	1
ZNF721	0.446480546929725	1
MTIF3	0.446480546929725	1
REL	0.446480546929725	1
NUCKS1	0.447421332773876	1
APOL6	0.447703688199164	1
FAM177A1	0.448228209215996	1
SMIM12	0.449540346678782	1
PSMC2	0.449540346678782	1
GYPC	0.450561723741542	1
EMB	0.450561723741542	1
ZNHIT1	0.450561723741542	1
MED10	0.452606649726564	1
TANK	0.454142248637791	1
MPC2	0.458758876708157	1
HNRNPL	0.458758876708157	1
WDR54	0.458758876708157	1
NDUFV3	0.458758876708157	1
PDLIM2	0.458758876708157	1
SEMA4A	0.458758876708157	1
TP53	0.458758876708157	1
MRPL37	0.458758876708157	1
ITFG2	0.458758876708157	1
TIPARP	0.458758876708157	1
GLO1	0.458758876708157	1
TSR2	0.458758876708157	1
CHMP6	0.458758876708157	1
CYB5R3	0.458758876708157	1
EWSR1	0.462874985180389	1
FAM133B	0.463390325439806	1
BDP1	0.464053176377673	1
EIF3H	0.464461236072345	1
ATP6V1G1	0.465500454587217	1
NASP	0.466176348270642	1
RSRP1	0.466176348270642	1
TMEM126B	0.466176348270642	1
HIST1H4C	0.468036690296169	1
BTG3	0.468036690296169	1
ZNF24	0.468036690296169	1
BTF3L4	0.468036690296169	1
PDS5A	0.468036690296169	1
EIF4G1	0.468036690296169	1
DDX46	0.47114260116399	1
FAM172A	0.47114260116399	1
PDCD4	0.472698067666037	1
APMAP	0.473632153189692	1
LPIN1	0.477374554875506	1
STK24	0.477374554875506	1
SYNE3	0.477374554875506	1
ZBTB11	0.477374554875506	1
CDK17	0.477374554875506	1
CBWD5	0.477374554875506	1
ANKRD13A	0.477374554875506	1
HPS3	0.477374554875506	1
G2E3	0.477374554875506	1
TBC1D10B	0.477374554875506	1
MKKS	0.477374554875506	1
GMPS	0.477374554875506	1
ADIPOR2	0.477374554875506	1
MCUB	0.477374554875506	1
CYHR1	0.477374554875506	1
CYTH2	0.477374554875506	1
GTPBP1	0.477374554875506	1
CMAS	0.477374554875506	1
SLC35C2	0.477374554875506	1
SPTAN1	0.479457869375997	1
NCKAP1L	0.483633545347194	1
RPAP2	0.483633545347194	1
IKZF1	0.487821342310626	1
MGST3	0.489919808194618	1
KMT2E	0.490404503324628	1
GSTK1	0.493316098744533	1
RGCC	0.496233582126821	1
ABI3	0.496233582126821	1
PSMB4	0.496233582126821	1
RCSD1	0.496233582126821	1
PBXIP1	0.496233582126821	1
ARRDC1	0.496233582126821	1
AKAP8L	0.496233582126821	1
POLR2I	0.496233582126821	1
PPP1R10	0.496233582126821	1
LPCAT4	0.496233582126821	1
KCTD9	0.496233582126821	1
NBEAL2	0.496233582126821	1
FAM214A	0.496233582126821	1
GNL2	0.496233582126821	1
GTF2A1	0.496233582126821	1
OAZ2	0.496233582126821	1
TM9SF4	0.496233582126821	1
OXSR1	0.496233582126821	1
YTHDF3	0.496233582126821	1
CCNQ	0.496233582126821	1
KLHL36	0.496233582126821	1
KANSL2	0.496233582126821	1
SFI1	0.496233582126821	1
CHURC1	0.500035152286681	1
LRPAP1	0.502575109000655	1
RHOG	0.502575109000655	1
IL2RG	0.505756356245327	1
GADD45G	0.505756356245327	1
DNM2	0.505756356245327	1
NOP53	0.506393448347043	1
PCMT1	0.50712189826956	1
ORMDL2	0.508944633876376	1
SIPA1L1	0.508944633876376	1
TSEN54	0.511500338780138	1
C1D	0.515342405074526	1
TTF1	0.515342405074526	1
CISD1	0.515342405074526	1
KRIT1	0.515342405074526	1
PRPF31	0.515342405074526	1
UBE3C	0.515342405074526	1
MAP2K1	0.515342405074526	1
UBE2D1	0.515342405074526	1
SUCLA2	0.515342405074526	1
ZDHHC18	0.515342405074526	1
NDE1	0.515342405074526	1
ZMAT3	0.515342405074526	1
PMM1	0.515342405074526	1
ADIPOR1	0.515342405074526	1
FLYWCH2	0.515342405074526	1
FAM35A	0.515342405074526	1
EMSY	0.515342405074526	1
MAN2A1	0.515342405074526	1
DDX6	0.518093016090564	1
SLC7A5	0.518093016090564	1
